song_id	lyrics
4cxMGhkinTocPSVVKWIw0d	"['[Chorus]\nShe\'s falling in love now, losing control now\nFighting the truth, trying to hide\nBut I think it\'s alright, girl\nYeah, I think it\'s alright, girl, ooh\nShe\'s falling in love now, losing control now\nFighting the truth, trying to hide\nBut I think it\'s alright, girl\nYeah, I think it\'s alright, girl, ooh\n\n[Verse 1]\nShe\'s falling but she doesn\'t think he\'ll catch her\n\'Cause her last relationship was a disaster\nAccusations everyday, she didn\'t know why\nAll her calls would be ignored, he\'s on his own time\nShould\'ve ended it before it started\nAll she ever got was broken hearted\nHe was cheating on her, trying to flip it\nBack on her like a victim\nNow she all alone and starting over\nNow she got baggage on her shoulder\nBut the new guy really loves her\nShe loves him, but she doesn\'t trust herself anymore\n\n[Chorus]\nShe\'s falling in love now, losing control now\nFighting the truth, trying to hide\nBut I think it\'s alright, girl\nYeah, I think it\'s alright, girl, ooh\nShe\'s falling in love now, losing control now\nFighting the truth, trying to hide\nBut I think it\'s alright, girl\nYeah, I think it\'s alright, girl, ooh\n\n[Verse 2]\nDespite her past, she can\'t help the attraction\nHe tells her that he\'s nothing like the last one\nHe redefines in every way what love is\nShe fell for him and hasn\'t gotten up since\nEvery now and then, she goes off, though\nBeating on his chest like a bongo\nHe understands she\'s coming from a hurt place\nAnswers all the questions on her survey\nDoesn\'t get jealous, doesn\'t break trust\nDoesn’t call her, ""Hoe"" after hang-ups\nGive her everything she ever wanted\nAnd even though she still feels haunted\n\n[Chorus]\nShe\'s falling in love now, losing control now\nFighting the truth, trying to hide\nBut I think it\'s alright, girl\nYeah, I think it\'s alright, girl, ooh\nShe\'s falling in love now, losing control now\nFighting the truth, trying to hide\nBut I think it\'s alright, girl\nYeah, I think it\'s alright, girl, ooh\n\n[Produced by Russ]']"
4n0xztUAbHPUV8G3NQvF30	"[""[Intro]\nI can honestly understand why it's over\nI can go through the motions of walking away\nI can give you the key and take my things back\nI can find plenty things to fill my days\n\n[Chorus]\nBut I don't know how not to\nThink about you\nWhen it's late at night and quiet\nAnd I know that I ought to be the one who\nIs strong and just moves on\nBut I'd probably turn down your road\nKnock, knock on your door\nFall back in your arms\nWake up in the morning\nHatin' myself and the way that I can't help\nThe way I still want you\nI just don't know how not to\nHow not to\nHow not to\nI just don't know how not to\nHow not to\nHow not to\n\n[Verse 1]\nYou're like second nature, baby, you're just like breathing\nMelody that you hear and you can't forget\nTime goes by and I still need you\nYeah, you're worth the heartbreak and the regret\n\n[Chorus x 2]\nBut I don't know how not to\nThink about you\nWhen it's late at night and quiet\nAnd I know that I ought to be the one who\nIs strong and just moves on\nBut I'd probably turn down your road\nKnock, knock on your door\nFall back in your arms\nWake up in the morning\nHatin' myself and the way that I can't help\nThe way I still want you\nI just don't know how not to\nHow not to\nHow not to\nI just don't know how not to\nHow not to\nHow not to\n\n[Outro]\nHow not to\nMmmmmm\nOh-oh-oh-oh""]"
4Az17HfqonKSWNsaLgTBeK	"[""[Verse 1]\nWhat if I told you about my little nothing town?\nThe two room house where I came from\nThe man that I got my name from\nI don't even know where he is now\n\n[Verse 2]\nWhat if I told you sometimes I lose my faith?\nI wonder why someone like you would even talk to me\nWhat if I told you there's no fixing me\n'Cause everybody's already tried\n\n[Pre-Chorus]\nWould you stay? Would you leave?\nI could wait, it'll all come out eventually\n\n[Chorus]\nIf I told you all the stupid things I've done\nI blamed on being young\nBut I was old enough to know, I know\nIf I told you the mess that I can be\nWhen there's no one there to see\nWould you look the other way, could you love me anyway?\n\n[Verse 3]\nWhat if I told you I don't plan on staying here?\nMy dreams are a million miles away\nAnd I know your family's gonna want you to stay\nYou know what? I don't blame them\n\n[Pre-Chorus]\nSo I'll say what I don't want to\nAnd I'll just pray you want what I do\n\n[Chorus]\nIf I told you all the stupid things I've done\nI blamed on being young\nBut I was old enough to know, I know\nIf I told you the mess that I can be\nWhen there's no one there to see\nCould you look the other way, could you love me anyway?\nOh, could you love me anyway?\n\n[Bridge]\nSo before we go any further here\nLet a week turn into another year\nThere's some things you probably don't wanna hear\nBut you have to\n\n[Outro]\nIf I told you sometimes I get jealous\nSometimes I'm half crazy\nWould you say the hell with me, the hell with me?\nIf I told you I barely know what love is\nBut girl, if that's what this is\nI don't wanna let it slip away, oh, no, no, no\nCould you love me anyway, please?\nCould you love me anyway?\nCould you love me anyway, ooh?\nCould you love me anyway?""]"
42ydLwx4i5V49RXHOozJZq	"['[Verse 1]\nShe just wants to be beautiful\nShe goes unnoticed, she knows no limits\nShe craves attention, she praises an image\nShe prays to be sculpted by the sculptor\nOh, she don\'t see the light that\'s shining\nDeeper than the eyes can find it\nMaybe we have made her blind\nSo she tries to cover up her pain and cut her woes away\nCause covergirls don\'t cry after their face is made\n\n[Chorus]\nBut there\'s a hope that\'s waiting for you in the dark\nYou should know you\'re beautiful just the way you are\nAnd you don\'t have to change a thing\nThe world could change its heart\nNo scars to your beautiful, we\'re stars and we\'re beautiful\nOh, oh, oh\nOh-oh, oh, oh\nAnd you don\'t have to change a thing\nThe world could change its heart\nNo scars to your beautiful, we\'re stars and we\'re beautiful\n\n[Verse 2]\nShe has dreams to be an envy, so she\'s starving\nYou know, covergirls eat nothing\nShe says ""beauty is pain and there\'s beauty in everything""\n""What\'s a little bit of hunger?""\n""I can go a little while longer,"" she fades away\nShe don\'t see her perfect, she don\'t understand she\'s worth it\nOr that beauty goes deeper than the surface, oh, oh\nSo to all the girls that\'s hurting, let me be your mirror\nHelp you see a little bit clearer the light that shines within\n\n[Chorus]\nThere\'s a hope that\'s waiting for you in the dark\nYou should know you\'re beautiful just the way you are\nAnd you don\'t have to change a thing\nThe world could change its heart\nNo scars to your beautiful, we\'re stars and we\'re beautiful\n\n[Bridge]\nNo better you than the you that you are\nNo better you than the you that you are\nNo better life than the life we\'re living\nNo better life than the life we\'re living\nNo better time for your shine, you\'re a star\nNo better time for your shine, you\'re a star\nOh, you\'re beautiful, oh, you\'re beautiful\n\n[Chorus]\nAnd there\'s a hope that\'s waiting for you in the dark\nYou should know you\'re beautiful just the way you are\nAnd you don\'t have to change a thing\nThe world could change its heart\nNo scars to your beautiful, we\'re stars and we\'re beautiful\nAnd you don\'t have to change a thing\nThe world could change its heart\nNo scars to your beautiful, we\'re stars and we\'re beautiful']"
7floNISpH8VF4z4459Qo18	"['[Intro]\nAyy, I\'m like, ""Bitch, who is your mans?"" (Ayy)\nCan\'t keep my dick in my pants (Ayy)\nMy bitch don\'t love me no mo\' (Ayy)\nShe kick me out, I\'m like, ""Vro""\n\n[Interlude]\nDamn, son, where\'d you find this?\nYah, ayy\nYah, ayy, yah\nAyy, haha, yah, yah, yah\nAyy\nAyy, ayy, ayy\n\n[Verse 1]\nI\'m like, ""Bitch, who is your mans?"" (Ayy)\nCan\'t keep my dick in my pants (Ayy)\nMy bitch don\'t love me no mo\' (Ayy)\nShe kick me out, I\'m like, ""Vro"" (Ayy)\nThat bitch don\'t wanna be friends (Ayy)\nI gave her dick, she amen (Ayy)\nShe put her tongue on my dick (Ayy)\nLook at my wrist, about ten (Ayy)\nJust got a pound of the boof (Ayy)\nBrought that shit straight to the booth (Ayy)\nTommy my Hilfiger voots (Ayy)\nShe said, ""Wan\' fuck?"" Bitch, I do (Ayy)\nYou put a gun on my mans (Ayy)\nI put a hole in your parents (Ayy)\nI just got lean on my ksubis (Ayy)\nI got a Uzi, no Uzi, yah\n\n[Chorus]\nFuck on me, look at me, ayy\nFuck on me, yah, look at me, ayy\nLook at me, look at me, yah\nFuck on me, yah, ayy\nLook at me, yah, fuck on me\nLook at me, fuck on me, yah\nLook at me, fuck on me\nYah, ayy\n\n[Interlude]\nTell these fuck niggas, voot me up, pipe up\nAyy, shouts out Bans and them, ayy\n\n[Verse 2]\nI took a white bitch to Starbucks\nThat little bitch got her throat fucked\nI like to rock out like I\'m misfit\nMy emo bitch like her wrist slit\nCurly hair bitch like I\'m Corbin\nGot like three bitches, I\'m Mormon\nSkeet on your main bitch\'s forehead\nDon\'t want your pussy, just want head\n\n[Chorus]\nLook at me, fuck on me\nLook at me, fuck on me\nLook at me, fuck on me\nLook at me, yah, ayy!\nLook at me, fuck on me\nLook at me, fuck on me\nLook at me, fuck on me\nLook at me, yah!']"
7AAnFzBtOlgoYceCQoLRUR	"[""[Verse]\nFirst day out\nGave my mama hundred racks\nAnd bought a iced-out AP watch\nAnd bought a Cuban links just to match\nThat was voodoo, that was magic\nNigga be cappin', I just be laughin'\nThat was God, nigga was fastin'\nAnd hidin' K2 in my mattress\nSmokin' Tunechi in my cell\nThat was my twelfth time going to jail\nThat was my second time going to hell\nAnd back for real but I prevail\nCanary yellow diamonds in my bracelets\nSame color as my lady\n'Bout to hit her with no Jimmy Mack\nAnd go half on a baby\n'Bout to hit her with no Jimmy\nHave her walkin' like a penguin\nStill finessin', still be poppin' fraud finagling and wangling\nAnd a brand new two-door Wraith\nI coulda bought it but I just rent it\nGot a brand new big old chain\nGot so much sauce I don't need no pendant\nPaintin' pictures when I be spendin'\nI'm poppin' flo-rhythym on all these women\nIt's my birthday, just turned 20\nAnd I just went to go see the dentist\nPut some stones all in my gold\nKnow you niggas thought I was gone\nKnow you niggas thought I wasn't comin' home\nBut guess what, bitch I'm home\nOn probation, but I still keep that chrome\nCrack a nigga dome\n(On probation but I still keep that chrome\nI'll crack a nigga dome)\nTraded my AR for a sniper, traded my Draco for a TEC\nTraded my Rollie for a AP but I coulda got a Patek\nAnd I coulda got a Corvette, and I coulda got me a jet\nAnd I coulda got me some sex, but I only got me some neck\nTraded my ex bitch for a check\nI'm takin' codeine with the x\nI wanna buy my brother the world\nBut since I can't, I'ma get him a Lex\nAyy ayy, I'm a Israelite my diamonds is real ice\nI had to sacrifice to be here, that's how I'm with you tonight\nI had to run down with my big Glock 9 to feed my appetite\nI had to go through hard times and dark times for me to see the light\nAy, I remember pourin' honey on my rice\nAy, I remember havin' no money, I was livin' in shacks\nAy, you got me fucked up if I'ma go out without a fight\nAy, this my first day out, I'ma live it up tonight\n\n[Outro]\nLive it up tonight\nThis my first day out, I'ma live it up tonight\nLive it up tonight\nThis my first day out, I'ma live it up tonight\nLive it up tonight\nThis my first day out, I'ma live it up tonight""]"
6OzujJBXwYPxJ7KeqflLtr	"[""[Verse 1]\nHe was a giant\nAnd I was just a kid\nI was always trying\nTo do everything he did\nI can still remember every lesson he taught me\nGrowing up learning how to be like my old man\n\n[Verse 2]\nHe was a lion\nWe were our father's pride\nBut I was defiant\nWhen he made me walk the line\nHe knew how to lift me up\nAnd when to let me fall\nLooking back, he always had a plan\nMy old man\n\n[Chorus]\nMy old man\nFeel the callous on his hands\nAnd dusty overalls\nMy old man\nNow I finally understand\nI have a lot to learn\nFrom my old man\n\n[Verse 3]\nNow I'm a giant\nGot a son of my own\nHe's always trying\nTo go everywhere I go\nDo the best I can to raise him up the right way\nHoping that he someday wants to be\nLike his old man\n\n[Break]\n\n[Chorus]\nMy old man\nI know one day we'll meet again\nAs he's looking down\nMy old man\nI hope he's proud of who I am\nI'm trying to fill the boot of my old man\n\n[Outro]\nMy old man""]"
1HOUzEsetdIPSpAgRPhZQt	"[""[Intro]\nI don't want nobody else but you\nI don't want nobody else but you, ooh ah ah\nNobody else but you, ooh ah ah\n\n[Verse 1]\nShe like what's up, what's up with me and you, (ooh ah) yeah\nWhat we fin'nin, fin'nin to do (ooh ah ah)\nLately I've been giving you some room, (ooh) uh huh\nLately I just don't know what to do, ooh ooh ooh\nI don't want nobody else but you (ooh ah ah)\nI know you don't want to wait for me, aye\nThey say you should stay away from me, (no) aye\nI know you the only babe for me, pray for me\nGratefully you love me too (ooh ah ah)\nKnow a lot of men would do you better\nKnow that I done put you through whatever\nI know that you care for me, I know you'll be there for me\nIf ever something happen you still down\nReal one, I guess I'm just a fool with her\nLooking in the mirror like, ain't you scared to lose her?\nWhy you acting like another man wouldn't choose her?\nYou know she the only true girl, ooh girl\n\n[Pre-Chorus]\nI can't even lie yeah you got me falling (fall)\nEven when I try and the game keep calling (call)\nWhy we in the club, why I'm always ballin' (ball)\nTryna' be in love, we don't fall too often\nIt's hard to (fall), but you got me falling (fall)\nEven when I try and the hoes keep calling (call)\nWhy we in the club, why I'm always ballin' (ball)\nTryna' be in love, we don't fall too often\nIt's hard to (fall), but still\n\n[Chorus]\nI don't want nobody else but you\nI don't want nobody else but you, ooh ah ah\nNobody else but you, ooh ah ah\nI don't want nobody else but you\n\n[Verse 2]\nThey catch us on the low and I know you hate that (true)\nThey say that I'm yours and you say it ain't that (true)\nAnd every time it goes I just bring the pain back, yeah\nBreak ups to make ups that-that's just the way it goes (ooh ah ah)\nKnow a lot of men would do you better (ooh ah)\nKnow that I done put you through whatever (ooh ah)\nI know that you care for me, I know what you spared for me\nI know you won't wait on me forever (noooo)\nReal one, I guess I'm just a fool with her\nLooking in the mirror like, ain't you scared to lose her?\nWhy you acting like another man wouldn't choose her?\nYou know she the only true girl, ooh girl\n\n[Pre-Chorus]\nI can't even lie yeah you got me falling (fall)\nEven when I try and the game keep calling (calling my name)\nWhy we in the club, why I'm always ballin' (ball)\nTryna' be in love, we don't fall too often\nIt's hard to (fall), but you got me falling (fall)\nEven when I try and the hoes keep calling (call)\nWhy we in the club, why I'm always ballin' (ball)\nTryna' be in love, we don't fall too often\nIt's hard to (fall), but still\n\n[Chorus]\nI don't want nobody else but you\nI don't want nobody else but you, ooh ah ah\nNobody else but you, ooh ah ah\nI don't want nobody else but you\n\n[Outro]\nBut you, ooh ah ah, nobody else but you\nBut you, ooh ah ah, I don't want nobody else but you\nBut you, ooh ah ah, nobody else but you\nNobody else but you, ooh ah ah, but you, ooh ah, but you""]"
6mapJIPnQ23RTAevUoE0DL	"[""[Intro]\nMmm boy, it's nasty (Uh)\nUhmm\nKnow some young niggas like to swang (Yeah, uhmm)\nKnow some young niggas like to swang\nKnow some young niggas like to swang (Ride, uh)\n\n[Chorus: Swae Lee]\nKnow some young niggas like to swang (Swang)\nKnow some young niggas like to swang (Swang)\nBig bank take little bank\nEveryday spillin' up drank (Drank)\nShe want the whole crew, shawty brave (Brave)\nWhen the money talks, what is there to say? (Just say it)\nBlow away, watch it blow away (Blow, blow)\nWhen I die can't take it to the grave (Yo)\nHop out, drop, top, fuck y'all talkin' I need it right now (Hey)\nCash in the air, yeah, what goes up gotta come down (Woo)\n\n[Verse 1: Swae Lee]\nGettin' dough ain't a thing change (Nothin' change)\nCoasting, grippin' grain (Grip)\nGoin' through the money like a phase (Like a phase)\nDon't say my name in vain (Woo, woo)\nI'm so glad that you came (Yeah)\nAll these bad bitches gettin' slain (Slain)\nBroke ass nigga get a clue (Clue)\nAll these niggas know how we do (Let's go)\n\n[Chorus: Swae Lee]\nKnow some young niggas like to swang (Swang, swang)\nKnow some young niggas like to swang (Swang, swang)\nBig bank take little bank\nEveryday spillin' up drank (Up drank)\nShe want the whole crew, shawty brave (Shawty brave)\nWhen the money talks, what is there to say? (What is there to say)\nBlow away, watch it blow away (Watch it blow 'way)\nWhen I die can't take it to the grave (Watch it blow 'way, Watch it blow 'way, blow 'way)\nHop out, drop, top, fuck y'all talkin' I need it right now\nCash in the air, yeah, what goes up gotta come down (Ayy, ayy)\n\n[Verse 2: Slim Jxmmi]\nI know some young niggas from the bottom\nThey'll do anything for a dollar (Dollar)\nI coulda went to school to be a doctor (Doctor)\nBut I dropped out and chose to be a baller (Woo)\nSwitchin' lanes, spittin' game in my new drop (Drop)\nStill on a paper chase that don't ever stop (Never)\nEverybody with me family, that's how we rock (Rock, rock)\nParty at the mansion, we bout to flood the spot\nSremmlife!\n\n[Chorus: Swae Lee]\nKnow some young niggas like to swang (Swang, swang)\nKnow some young niggas like to swang (Swang, swang)\nBig bank take little bank\nEveryday spillin' up drank (Up drank)\nShe want the whole crew, shawty brave (Shawty brave)\nWhen the money talks, what is there to say? (What is there to say)\nBlow away, watch it blow away (Watch it blow 'way)\nWhen I die can't take it to the grave (Watch it blow 'way, Watch it blow 'way, blow 'way)""]"
2lFtnEmkIPm2ClN55e2chV	"[""[Verse 1]\nThe moon outside\nToo bright\nThose blinds, yeah, let's just keep 'em closed, you know\nMy hands, they know where to go\nTo find your finger tips\nTrace 'em back to your lips\nTake you on a trip\nFlip that switch\n\n[Chorus]\nMake my world go black\nHit me like a heart attack\nKnock me flat on my back, yeah, just keep doing that\nThat thing you're doing there\nBrush me with your hair\nI swear I don't know how long that I can last\nMake my world go black, black\nMake my world go black, black\n\n[Verse 2]\nLike your dress on the floor\nYeah the one you don't need anymore\nBlack like a sky with no stars\nJust find me and fall into my arms\n\n[Chorus]\nAnd make my world go black\nHit me like a heart attack\nKnock me flat on my back, yeah, just keep doing that\nThat thing you're doing there\nBrush me with your hair\nI swear I don't know how long that I can last\nMake my world go black, black\nMake my world go black, black\n\n[Bridge]\nI don't wanna see a thing\nBaby I just wanna feel your touch, feel your rush\nI don't wanna see a thing\nI just wanna feel your love\n\n[Chorus]\nMake my world go black\nHit me like a heart attack\nKnock me flat on my back, yeah, just keep doing that\nThat thing you're doing there\nBrush me with your hair\nI swear I don't know how long that I can last\nMake my world go black, black\nMake my world go black, black\n\n[Outro]\nMake my world go black, black\nI don't wanna see a thing\n(Black, black)\nI just wanna feel your touch, feel your rush\n(Black, black)\n(Black, black)""]"
5C6uh95eAL0RBTSGXKQwvk	"[""[Verse 1]\nShe grew up around here, on that southwest side\nWhere the corn grows, up to the roadside\nWent to high school here, got that Panther pride\nShe'll be cheering them on every Friday night\n\n[Verse 2]\nShe couldn't hide her beauty with a baseball cap\nCouldn't help but shine with a heart like that\nNew York called when she turned 21\nBut she never forgot, where she came from\n\n[Chorus]\nI need a pretty little homegrown hometown girl\nWith a ribbon tying back those waterfall curls\nI've been looking all over, all over the world\nFor a pretty little homegrown hometown girl\n\n[Verse 3]\nHer mamma's mamma was born right here\nAnd her roots run deeper than that old town square\nShe's a good girl, but she's not uptight\nShe can rise and shine and she can hang all night\n\n[Chorus]\nI need a pretty little homegrown hometown girl\nWith a ribbon tying back those waterfall curls\nI've been looking all over, all over the world\nFor a pretty little homegrown hometown girl\n\n[Instrumental]\n\n[Bridge]\nShe's got an old soul, she's the salt of the earth\nWhen she gives her love, she knows what it's worth\nThere's a lot of pretty girls out there to me\nBut there's nothing like the one right across the street\n\n[Chorus]\nI need a pretty little homegrown hometown girl\nWith a ribbon tying back those waterfall curls\nI've been looking all over, all over the world\nFor a pretty little homegrown hometown girl\n\n[Outro]\nI need a pretty little homegrown hometown girl\nOoh, ooh""]"
6UjfByV1lDLW0SOVQA4NAi	"[""[Chorus]\nHermès link, ice-blue mink\nTat on my ribs like I do not know what permanent is\nThey want me gone, wait for the kicker\nBury me now and I only get bigger\nThat's word to my nigga\n\n[Verse 1]\nYeah, October Firm in the cut\nStay at the top like I'm stuck\nThat's just how I'm givin' it up\nShe wanna get married tonight\nBut I can't take a knee, 'cause I'm wearin' all white\nMe and my broski are twins, but we don't look alike\nI don't take naps\nMe and the money are way too attached to go and do that\nMuscle relax\nThat and the spliff put me right on my back, I gotta unpack\nVirginia Black\nI could go make enough money off that and not even rap\nWhat's that? Facts?\nContract max, I gotta bring that shit back\n\n[Chorus]\nHermès link, ice-blue mink\nTat on my ribs like I do not know what permanent is\nThey want me gone, out of the picture\nBury me now and I only get bigger\nThat's word to my, word to my—\n\n[Verse 2]\nI'm so hot, yeah, I’m so right now\nWho's not gang, bitch? Let me find out\nKeep hearin' clicks when I'm talkin' on the iPhone\nFeds in the city hate to see us on a high note\nI switch flow like I switch time zone\nCan't get Nobu, but you can get Milestone\nI gotta do mansion 'cause I outgrew condo\nGotta do Maybach, she wanna fuck on the drive home\nYeah, met her once and I got through\nI'm never washed, but I'm not new\nI know I said top five, but I'm top two\nAnd I'm not two and I got one\nThought you had one, but it's not one, nigga, nah\n\n[Chorus]\nHermès link, ice-blue mink\nTat on my ribs like I do not know what permanent is\nThey want me gone, wait for the kicker\nBury me now and I only get bigger\nThat's word to my nigga""]"
3ebXMykcMXOcLeJ9xZ17XH	"[""[Verse 1]\nIt was great at the very start\nHands on each other\nCouldn't stand to be far apart\nCloser the better\n\n[Pre-Chorus]\nNow we're picking fights and slamming doors\nMagnifying all our flaws\nAnd I wonder why, wonder what for\nWhy we keep coming back for more\n\n[Chorus]\nIs it just our bodies? Are we both losing our minds?\nIs the only reason you're holding me tonight\n'Cause we're scared to be lonely?\nDo we need somebody just to feel like we're alright?\nIs the only reason you're holding me tonight\n'Cause we're scared to be lonely?\n\n[Verse 2]\nToo much time, losing track of us\nWhere was the real?\nUndefined, spiraling out of touch\nForgot how it feels\n\n[Pre-Chorus]\nAll the messed up fights and slamming doors\nMagnifying all our flaws\nAnd I wonder why, wonder what for\nIt's like we keep coming back for more\n\n[Chorus]\nIs it just our bodies? Are we both losing our minds?\nIs the only reason you're holding me tonight\n'Cause we're scared to be lonely?\nDo we need somebody just to feel like we're alright?\nIs the only reason you're holding me tonight\n'Cause we're scared to be lonely?\n\n[Drop]\nScared to be lonely\n\n[Bridge]\nEven when we know it's wrong\nBeen somebody better for us all along\nTell me, how can we keep holding on?\nHolding on tonight 'cause we're scared to be lonely\nEven when we know it's wrong\nBeen somebody better for us all along\nTell me, how can we keep holding on?\nHolding on tonight 'cause we're scared to be lonely\n\n[Chorus]\nIs it just our bodies? Are we both losing our minds?\nIs the only reason you're holding me tonight\n'Cause we're scared to be lonely?\n\n[Drop]\nScared to be lonely\nScared to be lonely\nScared to be lonely\nEh, eh, scared to be lonely""]"
58zsLZPvfflaiIbNWoA22O	"[""[Intro]\nI'm only human\nI'm only, I'm only\nI'm only human, human\n\n[Verse 1]\nMaybe I'm foolish, maybe I'm blind\nThinking I can see through this and see what's behind\nGot no way to prove it, so maybe I'm lying\n\n[Refrain]\nBut I'm only human after all\nI'm only human after all\nDon't put your blame on me\nDon't put your blame on me\n\n[Verse 2]\nTake a look in the mirror and what do you see?\nDo you see it clearer, or are you deceived\nIn what you believe?\n\n[Refrain]\n'Cause I'm only human after all\nYou're only human after all\nDon't put the blame on me\nDon't put your blame on me\n\n[Chorus]\nSome people got the real problems\nSome people out of luck\nSome people think I can solve them\nLord heavens above\nI'm only human after all\nI'm only human after all\nDon't put the blame on me\nDon't put the blame on me\n\n[Verse 3]\nDon't ask my opinion, don't ask me to lie\nThen beg for forgiveness for making you cry\nMaking you cry\n\n[Refrain]\n'Cause I'm only human after all\nI'm only human after all\nDon't put your blame on me\nDon't put the blame on me\n\n[Chorus]\nSome people got the real problems\nSome people out of luck\nSome people think I can solve them\nLord heavens above\nI'm only human after all\nI'm only human after all\nDon't put the blame on me\nDon't put the blame on me\nI'm only human, I make mistakes\nI'm only human, that's all it takes\nTo put the blame on me\nDon't put the blame on me\n\n[Bridge]\n'Cause I'm no prophet or Messiah\nYou should go looking somewhere higher\n\n[Outro]\nI'm only human after all\nI'm only human after all\nDon't put the blame on me\nDon't put the blame on me\nI'm only human, I do what I can\nI'm just a man, I do what I can\nDon't put the blame on me\nDon't put your blame on me""]"
15vzANxN8G9wWfwAJLLMCg	"[""[Verse 1: Andrew Taggart]\nWe were staying in Paris\nTo get away from your parents\nAnd I thought, “Wow\nIf I could take this in a shot right now\nI don't think that we could work this out”\nOut on the terrace\nI don't know if it's fair but I thought “How could I let you fall by yourself\nWhile I'm wasted with someone else?”\n\n[Chorus: Andrew Taggart]\nIf we go down then we go down together\nThey'll say you could do anything\nThey'll say that I was clever\nIf we go down then we go down together\nWe'll get away with everything\nLet's show them we are better\n\n[Break: Andrew Taggart]\nLet's show them we are better\nLet's show them we are better\n\n[Verse 2: Andrew Taggart]\nWe were staying in Paris\nTo get away from your parents\nYou look so proud\nStanding there with a frown and a cigarette\nPosting pictures of yourself on the Internet\nOut on the terrace\nWe breathe in the air of this small town on our own, cuttin' class for the thrill of it\nGetting drunk on the past, we were livin' in\n\n[Chorus: Andrew Taggart & Emily Warren]\nIf we go down then we go down together\nThey'll say you could do anything\nThey'll say that I was clever\nIf we go down then we go down together\nWe'll get away with everything\nLet's show them we are better\n\n[Bridge: Emily Warren & Andrew Taggart]\nLet's show them we are\nShow them we are\nLet's show them we are\nShow them we are\nLet's show them we are better\nWe were staying in Paris\nLet's show them we are better\nLet's show them we are\nShow them we are\nLet's show them we are\nShow them we are\nLet's show them we are better\n\n[Chorus: Andrew Taggart & Emily Warren]\nIf we go down then we go down together\nThey'll say you could do anything\nThey'll say that I was clever\nIf we go down then we go down together\nWe'll get away with everything\nLet's show them we are better\n\n[Refrain: Andrew Taggart & Emily Warren]\nWe were staying in Paris (If we go down)\nWe were staying in Paris (If we go down)\nWe were staying in Paris (If we go down)\nWe were staying in Paris (If we go down)\nLet's show them we are better\nWe were staying in Paris\n\n[Outro: Andrew Taggart & Emily Warren]\nLet's show them we are better\nLet's show them we are better\nIf we go down\nLet's show them we are better\nIf we go down\nLet's show them we are better\nIf we go down\nLet's show them we are better\nLet's show them we are better""]"
3Jrs7cC2OJNlNSy9VnDOMZ	"[""[Intro]\nUh huh, yeah, ayy\nUh huh, uh huh\n\n[Chorus]\nYeah, somethin' tells me\nWe ain't gon' last, baby\nWe ain't gon' last, baby\nWe ain't gon' last, baby\nWe ain't gon' last, baby\n\n[Verse 1]\nYo' intuition has been tellin' you\nThings that you never knew (never knew)\nRubbing shoulders with bitches I used to put on pedestals\nBut still I keep it professional\nHey, laying in the bed and you acting like I can't even touch you\nI don't know why you do that\nShower with the door open, why you do that?\nDrop the towel right in front of me, you cruel\nWhat's goin' on, baby, talk to me, baby\nSay it to me straight, did I make a mistake?\nAnd I can't concentrate while you're standing there naked\nActing strange, yeah, yeah, yeah\n\n[Chorus]\nYeah, somethin' tells me\nWe ain't gon' last, baby\nWe ain't gon' last, baby\nWe ain't gon' last, baby\nWe ain't gon' last, baby\nYeah, somethin' tells me\nWe ain't gon' last, baby\nWe ain't gon' last, baby\nWe ain't gon' last, baby\nWe ain't gon' last, baby\n\n[Verse 2]\nMy intuition has been telling me\nTrust what you said to me\nYou ain't never really felt love 'til you slept with me\nI'm busy, it's no wonder you upset with me\nYou found a Magnum inside of my bag\nDon't know how to explain this\nThat was in there way before we started dating\nThis the only music I hate facing, oh\nLay down, baby, I'ma take it slow\nCan't let this thing go to waste, oh no\nBefore we crash, hit the brakes, oh no\nCall, then I got to your place, oh no\nStill getting voicemail, oh no\nFuck it, leave a voicemail, oh no\nHey, looks like we're at the end of the road\n\n[Chorus]\nYeah, somethin' tells me\nWe ain't gon' last, baby\nWe ain't gon' last, baby\nSomethin' tells me\nWe ain't gon' last, baby\nWe ain't gon' last, baby\nYeah somethin' tells me\nWe ain't gon' last, baby\nWe ain't gon' last, baby\nWe ain't gon' last, baby\nWe ain't gon' last, baby\n\n[Outro]\nOh yeah, oh yeah\nOh yeah, yeah, yeah, yeah\nYou know I feel like you know what I'm about to say\nOh yeah, oh yeah\nYou know what I'm about to say, huh\nOh yeah, oh yeah\nCan we make it work, huh\nCan we make it work\nLet's make it work\nLet's make it work, yeah\nI know we can make it work\nLet's make it work\nWe can make it work, come on""]"
